state,year,state_abbr,sfip,pop_wm65o,pop_wmU20,pop_wmWA,pop_wf65o,pop_wfU20,pop_wfWA,pop_bm65o,pop_bmU20,pop_bmWA,pop_bf65o,pop_bfU20,pop_bfWA,pop_nm65o,pop_nmU20,pop_nmWA,pop_nf65o,pop_nfU20,pop_nfWA,population,m_gdp,rpcgdp,rpcpi,pov,lab,state_area,density,refundable_eitc,eitc,ca_model,nc_model
Pennsylvania,2016,PA,42,0.06894805538865172,0.09458099281321265,0.24522194527131788,0.08866433414854695,0.09029908820978401,0.24506141001408457,0.005001693713429943,0.0202110995625121,0.035429185106456845,0.007938480199504742,0.019330853390726706,0.03756040207474422,0.0016272472981126434,0.005974210515286116,0.012622700389131833,0.0019472230762902954,0.0059232270823995495,0.013657851745807238,12788468,688359.4,53826.572502664116,51181,8.6,62.1,45333,282.1006330928904,0,0,1,0
Rhode Island,2016,RI,44,0.06585360781081019,0.09421014618799489,0.2557325659661037,0.08774493862826806,0.09059609610745158,0.26289071067179925,0.0029579813502537303,0.01533631557851271,0.02687234831010308,0.0038428233265520658,0.014989374333532486,0.027055745044506797,0.001655297329592292,0.007727241788742087,0.015706890423287226,0.0020183094224326347,0.007938053498907182,0.01687155422114999,1057816,52902.6,50011.15505910291,49184,9.2,63.9,1214,871.3476112026359,1,1,0,1
South Carolina,2016,SC,45,0.05955977304997692,0.0813962274263449,0.20001265355787623,0.07136808131966131,0.07770795709315537,0.20301162737045164,0.01384657883458717,0.04141400688409966,0.07713209931592206,0.020264229661269496,0.04038036433784113,0.0889972277021844,9.792403069817618e-4,0.0034702583965322805,0.0076195373351486215,0.0012861092344577335,0.0035377574711904884,0.008016270702318804,4963031,198005.7,39896.123961345394,41178,10.8,60.5,31055,159.81423281275158,0,1,1,0
South Dakota,2016,SD,46,0.06969490316582397,0.11074189555779658,0.2531466620662666,0.08151970665502672,0.10436926083689459,0.24180235338250974,3.67028562232182e-4,0.005679101254728243,0.00855164971812901,3.6818638104048546e-4,0.005169660979074741,0.004991356882596015,0.0024997308071270695,0.02460596531406414,0.02892115601261096,0.00375827985175288,0.02386611909555826,0.02994698347676779,863693,46076,53347.65941138807,49192,8.2,67.9,77047,11.20994977091905,0,0,1,0
Tennessee,2016,TN,47,0.06163808844527149,0.09677675429846028,0.23324468369006432,0.07638518137193805,0.09207615319584495,0.2375124355819191,0.006763813926258071,0.027397595980441048,0.04961979481534148,0.010235628436464155,0.02687529026380949,0.056018115017612405,9.126067069526649e-4,0.0037451454810858128,0.007697168528690054,0.0011334665508593313,0.003781379124640276,0.008186698584347035,6651277,310143.2,46629.12099435943,43499,11.6,60.6,42244,157.4490341823691,0,0,1,0
Texas,2016,TX,48,0.04610013074412955,0.11791350052074108,0.23727537487912903,0.056633315736468896,0.11289291304913537,0.23340019568630352,0.0045220215873976646,0.02065209852639157,0.038346763122704026,0.006545983415385162,0.019937440854187336,0.040988227296462454,0.002451165835257811,0.009333252227264364,0.020116848625123165,0.0029742354964866456,0.008995393863107859,0.02092113853432449,27914064,1619954.2,58033.62061504194,46586,12,64.5,267339,104.41448497974481,0,0,1,0
Utah,2016,UT,49,0.04696572971719388,0.15647479946561393,0.26224172133546586,0.054081789188175314,0.1487730439212927,0.25734756216738425,2.9202681390862287e-4,0.0038847121499250552,0.005470000568286151,2.85128542713931e-4,0.0035506387306392627,0.003817043394396173,0.0014726166555144617,0.009799158476612068,0.016755243753697555,0.0019637078667556216,0.009483151958074278,0.017341925294350875,3044241,147962.3,48604.00342811229,41750,7.2,68.2,84916,35.850028263224836,0,0,1,0
Virginia,2016,VA,51,0.05210444101329456,0.08671124521555955,0.21595644675693967,0.06388231111030857,0.08255806756540512,0.2129729540937252,0.009345956490712196,0.029492550831579974,0.06069757465592242,0.013568630963673833,0.028832865605856076,0.06522377798746942,0.0031975666370582484,0.01068421582220503,0.023774209693416846,0.004140585063457727,0.010447095038746558,0.026409505454669004,8417651,459965.8,54643.0114529576,53268,7.6,65.8,40815,206.23915227244885,0,1,1,0
Vermont,2016,VT,50,0.08164922497381344,0.10776852038708065,0.28392961820470686,0.09675414740712979,0.10159265558983033,0.2875669078713447,3.8759317451622925e-4,0.003521972689095819,0.005280556596611603,3.459509326260559e-4,0.0031968428774148496,0.003890346367355045,7.239343590137836e-4,0.0033522004721589583,0.00720570947168808,0.0010394544225662513,0.0035107613162792335,0.008283602886768339,624366,29408.1,47100.738989631085,49621,7.7,65.2,9609,64.97720886668748,1,1,0,1
Washington,2016,WA,53,0.060463199734902696,0.10000245206789461,0.2512153147119553,0.07125544917294764,0.09504365845242187,0.243611712446135,0.0015511041771319053,0.009201282034246484,0.016802555520502097,0.0016806939105565085,0.008740731628566235,0.013683086800052768,0.004938793508622854,0.017599820053833166,0.03821020413670703,0.00703072249290099,0.01706789940384613,0.04190131974677673,7299961,458263.8,62776.19839338868,54918,7.1,64.1,68192,107.05010851712811,0,0,1,0
Wisconsin,2016,WI,55,0.06904298921070721,0.10610215803171162,0.26444485616873614,0.08316690244616176,0.1012771918402402,0.25891030047600333,0.002076129360694144,0.014084260723060966,0.019778811705975754,0.002913334152934026,0.013360991970799128,0.020717658527800914,0.001120659651577356,0.00762661532041481,0.0129651594671672,0.0014778785732714361,0.007625922700110992,0.013308179672633013,5775170,291920.3,50547.48171915286,47205,7.7,66.5,56154,102.84521138298251,1,1,0,1
West Virginia,2016,WV,54,0.08266050364678693,0.10937795883619338,0.27482502790003466,0.09991241162715185,0.1039152821246047,0.27651949455233066,0.0019324014221513996,0.0064302417275374025,0.013539361559891619,0.0024164567911003666,0.005935817641553452,0.010433657946939455,6.461347878642353e-4,0.0013555733218367908,0.003880628780829879,8.316802505955191e-4,0.0013861337509925317,0.004001233331605214,1832435,70011.4,38206.75767489706,37380,12.9,53.5,24181,75.77995120135644,0,0,1,0
Wyoming,2016,WY,56,0.07033317784236634,0.12421848702163032,0.28545920241677386,0.07670147272158745,0.11675150322173866,0.2674615501595064,5.60450957978139e-4,0.003232845160044631,0.005850561219869353,5.279858110220883e-4,0.0027253636523632066,0.0036822311415941754,0.001267849423231034,0.007971047923682983,0.011923252392595896,0.001691605025604749,0.0073695883590235165,0.012271825549387178,585243,38188.7,65252.724082133405,54827,6.3,66.8,97914,5.977112568172069,0,0,1,0
Alaska,2017,AK,02,0.04492950580512643,0.08561330017017935,0.2349001259138199,0.04260556584968886,0.0798425874817641,0.20288184749177782,0.0012280983504344904,0.009033945448141185,0.016806053580176603,0.0013387621578362797,0.008745139901995052,0.012031315158377453,0.009271467766466977,0.046714971868450424,0.07376282586779993,0.012293129531986564,0.04403069975964361,0.073970657896335,740983,54129.5,73050.933692136,57278,7.4,68,589757,1.2564208648646815,0,0,1,0
Alabama,2017,AL,01,0.05797040542731851,0.08468366779834886,0.20185797876952982,0.07276092668515653,0.0808419207177384,0.20359455505127216,0.01294549864708592,0.039618375523192036,0.07497187878037445,0.019035918285178585,0.03882747583071631,0.0883044221706937,0.0010205025062582141,0.0032968504029016877,0.007543887450340704,0.0013483015234351697,0.00341452184496521,0.007962912585493736,4877989,197566.6,40501.64934771276,40252,12.8,56.5,51609,94.51818481272646,0,0,1,0
Arkansas,2017,AR,05,0.06580377548183917,0.10221298964164383,0.2294551501320803,0.08090170797192274,0.09677764073165981,0.22943650742129695,0.006971708021858578,0.026300870048654147,0.044392955052757206,0.009797410327728868,0.025643048682443062,0.0495553214119856,0.0011208929858465206,0.005183006503309913,0.009896283275990353,0.0014294964304202432,0.004961624312758105,0.010159611565804607,3003855,113885.2,37913.01510891837,42056,11.6,58,53104,56.56551295570955,0,0,1,0
Arizona,2017,AZ,04,0.07338756269785508,0.10651186534560862,0.23894040483035967,0.08485762379811376,0.10210258441722067,0.23703095080538156,0.0019706053613405506,0.00997916030560345,0.017514537275925047,0.002400509187739994,0.0094475267618679,0.01586302554678659,0.0035574186928426545,0.01585891095570884,0.02926141103800066,0.005116564946408161,0.015446033023424226,0.03075330500981259,7048088,302455.4,42913.1134571532,43301,10.7,59.9,113909,61.87472456083365,0,0,1,0
California,2017,CA,06,0.04795773325824014,0.09771442393108813,0.22596516301057623,0.058794057672540534,0.09365306155392328,0.2171531772823508,0.003348841323933211,0.01027770119746193,0.02226159912155705,0.004586608015677548,0.009805102142888829,0.02197147094072531,0.010546933438168926,0.022901848693311026,0.056100591327142596,0.013982358183105632,0.021789305117204744,0.061190023790104096,39337785,2541769.3,64613.94051546115,58813,9.6,63.7,158693,247.88607563030504,1,1,1,0
Colorado,2017,CO,08,0.059139594486509024,0.11074316843975197,0.27692085033327574,0.06966702335466755,0.10506814426050673,0.2660283072961774,0.0018362519027859939,0.008901771827320758,0.01725400321606659,0.0021616681391692025,0.008331047290206662,0.01438453696100043,0.0020311812128733097,0.008719303751668248,0.017847157975163334,0.002769064309048583,0.008825402261998879,0.019371522981809625,5617421,329960.6,58738.80558355872,55294,6.7,68.2,104247,53.88568495975903,1,1,0,1
Connecticut,2017,CT,09,0.06589836333714091,0.09338370452579962,0.2391648980623854,0.08484797461712561,0.08942406338558408,0.24182759380688296,0.004843477122632802,0.01929615329967298,0.03674156523996147,0.007454429304868593,0.018570065258421333,0.04039549982043585,0.0021360301891520882,0.00818946758391687,0.018084235163022988,0.0026364044209699596,0.008141080360828837,0.018964994501197655,3575324,247358.5,69184.91862555673,70163,6.4,65.7,5009,713.779996007187,1,1,0,1
Delaware,2017,DE,10,0.06760430172181614,0.07790763950218281,0.19976992344004124,0.08210204793192072,0.07594927459073722,0.20580473556854173,0.011030939242668137,0.036369634069703595,0.06602487415730807,0.01573790480008184,0.035717193734067405,0.07505778011612393,0.0023863657716229167,0.006799994154134592,0.015784880504247648,0.00299078649855628,0.006610003528397335,0.016351720667848367,957942,60801.2,63470.64853613267,50516,9.2,59.3,2057,465.6985901798736,0,1,1,0
Florida,2017,FL,12,0.0807685947273237,0.08227209218590815,0.22287110475624144,0.09678225610808058,0.07836034828283371,0.22470953905949487,0.007701688256173199,0.026951451652800825,0.0500231943526578,0.010625544850384151,0.026085220880742794,0.05406441284584339,0.0020627266252243102,0.004747465198817624,0.011536348060495905,0.0026925089558422523,0.004663087428384368,0.01308241577275093,20977089,912966.2,43522.06352368529,49020,10.1,58.4,58560,358.2153176229508,0,0,1,0
Georgia,2017,GA,13,0.04430264247077694,0.07922305309449497,0.18280909406912585,0.0547151102843027,0.07558238043066205,0.18092036012948412,0.012607335045849436,0.0499889075879682,0.09226995676599216,0.019163137750094053,0.04910573847769101,0.10758727702739869,0.001906589315132114,0.0074979137529685765,0.015901267837256126,0.002328686551859162,0.007237474862079224,0.01685307454686465,10417031,524874.7,50386.20889195779,44996,11.1,63.3,58876,176.93170392010327,0,0,1,0
Hawaii,2017,HI,15,0.026919621283481195,0.01795459694212853,0.09217731137643494,0.024794443396272733,0.017082783043184595,0.07445276669404383,9.405490253288941e-4,0.004845125031299031,0.012090368455346365,6.305395777559103e-4,0.004497942505170915,0.007312575792750969,0.0529534010912052,0.09857248364559888,0.19540835328171652,0.07204703727057021,0.09243752292632085,0.20488257866139042,1425763,78941.6,55367.96788807116,51055,7.4,65.3,6450,221.04852713178295,0,1,1,0
Iowa,2017,IA,19,0.07276219934638235,0.11832839546857336,0.2647151444746916,0.0903365233827035,0.11286037559157358,0.2606594578294474,9.530068383648235e-4,0.00994168081650674,0.013237443117006718,0.0011394093775109473,0.00936911329011933,0.010992024134357424,7.786918358868785e-4,0.005545952679202502,0.011194331327014308,0.001040164339603796,0.0055446803069216415,0.010601405844133124,3143734,170182.7,54133.9375405171,47286,6.7,67.3,56290,55.84888967845088,1,1,0,1
Idaho,2017,ID,16,0.07102041291005352,0.13603877319021135,0.26791123102552994,0.07885878429650908,0.1300303242631902,0.263494878601188,2.5294447723354333e-4,0.002700981831608756,0.0038121930867657705,1.9537780310453003e-4,0.0026562077517306346,0.0025852670017938706,0.0014810335253191607,0.0065108489921470915,0.011342960729643057,0.0019299372872140928,0.006721345315729948,0.012456497911027507,1719745,66980.5,38947.92541917552,41560,8.6,62.1,83557,20.58169872063382,0,0,1,0
Illinois,2017,IL,17,0.055741390010072854,0.09727115868653986,0.2331293384068239,0.07059769592750112,0.09280163769759261,0.22953556809904432,0.006990668857712658,0.022794009308215648,0.04224127698095751,0.010954473562493834,0.022108714055743658,0.0477414795256893,0.0033575398479470837,0.008801012653235829,0.020957374212757493,0.004165527833448997,0.008552575518433527,0.022258558815789774,12779893,755594.7,59123.71097316699,53645,9,65,56400,226.5938475177305,1,1,0,1
Indiana,2017,IN,18,0.06267513330695514,0.11174773358662805,0.25181565243705106,0.07910111394840161,0.10628606612841537,0.25152220001356934,0.0039195036736340725,0.018586120706063042,0.02871901037335554,0.005719695445918595,0.0178725284701387,0.0311553409541902,9.175829487180257e-4,0.004688033805719185,0.009867056295432589,0.001149793127299211,0.00454933813344445,0.009708096645065766,6662068,325841.7,48909.99311324952,45116,9.2,63.4,36291,183.57355818246947,1,1,0,1
Kansas,2017,KS,20,0.06475540830783141,0.11929195586782333,0.2531828731536587,0.07969653288407814,0.1132055053914745,0.24943453759191342,0.002541832537929954,0.012973686416397448,0.021207932139014434,0.0034047982542808183,0.012363564158340468,0.018663351302624764,0.0015527886297396125,0.00750663370540714,0.015258896585651409,0.001998012980213625,0.0071551950398709395,0.01580649505374985,2910892,155407.9,53388.411524714764,48756,7.9,66.5,82264,35.38476125644267,1,1,0,1
Kentucky,2017,KY,21,0.0661898873100981,0.11149746722656259,0.2598674922961942,0.08297868520218422,0.1058838447882323,0.26255086307312836,0.0035867303768973356,0.014833276849979465,0.026429496430326847,0.005074299924364674,0.01419318204771983,0.025869525696933515,6.773513720966246e-4,0.003162095255622712,0.00645840393752567,9.049306601370414e-4,0.0031472824025549928,0.006695185149441488,4455590,185866.5,41715.350828958675,40770,12.9,59.3,40395,110.30053224408961,0,0,1,0
Louisiana,2017,LA,22,0.0490301739124667,0.07720843970042406,0.18941911425981237,0.06056478491327913,0.07367460239516115,0.18771082187393084,0.015076578956208533,0.05206675777274106,0.09145547837856863,0.02177858827521737,0.0507080833425873,0.10263576420515513,0.0012923454422249909,0.004057836309900158,0.008882521306047728,0.0015615127545294675,0.003918759399726938,0.008957836802018455,4673673,233774.4,50019.41727630495,44074,14.7,58.9,48523,96.31871483626321,1,1,0,1
Massachusetts,2017,MA,25,0.06318120625448018,0.09176812033405404,0.24560024243978343,0.08262170069176929,0.08865967515400171,0.2531619159736347,0.0034871116446858483,0.014886880860661231,0.02804215305176905,0.005075063086794608,0.014400107232981135,0.029554050667583587,0.003018404443175262,0.010346380012704777,0.024979456725081443,0.003708279668277104,0.010303690796030048,0.027205560962532564,6863560,484413.8,70577.6302676745,66625,7.2,66.7,8257,831.241370957975,1,1,0,1
Maryland,2017,MD,24,0.04614041438004733,0.0720176849221308,0.17920880344435292,0.05757951065212653,0.06865199580769406,0.17821911931715445,0.014628115323581587,0.04409966779392673,0.09059508117367314,0.022522861769693238,0.042826979791267226,0.1044760397240563,0.003938664135446385,0.010694759584392387,0.023306016105010693,0.004951904271036096,0.010307744319767173,0.025834637484642976,6028186,366680.5,60827.668555681594,59183,6.2,67.9,10577,569.9334404840693,1,1,0,1
Maine,2017,ME,23,0.08943037695125484,0.10232806759983021,0.27715511142487737,0.10732229178816584,0.0966069071670224,0.2856365333750579,4.357125584786894e-4,0.004283009531025055,0.005776560311377263,3.990288551016176e-4,0.004024726313370162,0.004298731118186658,9.13349349388318e-4,0.003194476781836027,0.0062362295741022035,0.0012517377968666128,0.0031585417254666502,0.007548607778592139,1335743,56662.6,42420.28593823812,46421,6.3,63,33215,40.21505343971097,1,1,0,1
Michigan,2017,MI,26,0.06579185289962104,0.09589794353913979,0.23724254146038712,0.07982347361145191,0.09126838073152464,0.2354265195727026,0.0069398337254449145,0.02331470201925436,0.04113773701100318,0.010394264586310254,0.022430245835518413,0.045620458441785465,0.0017289193918020615,0.006355976373873982,0.013955944780425533,0.0021743549403653614,0.006256946148405814,0.01423990493098355,9976752,457764.9,45883.15916843478,45648,9.7,61.5,58216,171.3747423388759,1,1,0,1
Minnesota,2017,MN,27,0.06649689017419298,0.10425543108511455,0.25517449912313667,0.08017872318573145,0.0998473232550761,0.25051303731557545,0.0014890606205502576,0.015437534777816102,0.02073229175102073,0.0018901894552674015,0.01472415749029094,0.019522082106439912,0.0017653978079404475,0.01232277117180075,0.020193263657099128,0.0023564972367179043,0.012032608147224696,0.021068241639004517,5569283,328696.1,59019.464444525445,54317,5.8,69.5,84068,66.24735928058239,1,1,0,1
Missouri,2017,MO,29,0.06632525998211207,0.10405093316045372,0.24515780555036487,0.08255988579997127,0.09887779883502619,0.2457483430098135,0.005110137117921937,0.020473601551989386,0.03450283421982131,0.007955320089629481,0.019640893009142613,0.03812394643306539,0.0011995650083729016,0.004511745461173921,0.009555612789382172,0.001526823229181223,0.004457093338298931,0.010222401414279127,6111382,282174.2,46171.913325005706,45376,9.2,63,69686,87.69884912320983,0,0,1,0
Mississippi,2017,MS,28,0.04942698535514068,0.07400840078189733,0.1723855558981019,0.062001742750965164,0.07020959155026593,0.17029238225229495,0.016923944234644096,0.059332444793381026,0.10417685110446676,0.024265433143164383,0.05801066916688345,0.12045846521553336,7.028515980009857e-4,0.002754563018236023,0.00546398571024458,9.084908619261076e-4,0.002737510006105647,0.005940132558747627,2990674,101642.1,33986.35224033111,36907,14.9,56.5,47716,62.67654455528544,0,0,1,0
Montana,2017,MT,30,0.08369312111073367,0.10635548107816772,0.26681197348419433,0.09024426348041774,0.09996185458817189,0.2594732517160691,1.8788038661608447e-4,0.002162522227767962,0.0031474709212401626,1.9357373166505672e-4,0.0019528173517974839,0.0018958839013077614,0.0027565278945440672,0.016168151048239713,0.022067405409816467,0.0037054187360394436,0.015560860909682672,0.023661542023528697,1053862,45910.5,43564.05297847346,46101,7.7,63.8,147138,7.162405360953662,1,1,0,1
North Carolina,2017,NC,37,0.05675240697571897,0.08643041223820179,0.2103193749794419,0.0707611058960322,0.0823542165940459,0.21184938376322213,0.010768645972394445,0.033691529130989654,0.06379470984038355,0.016188684085397885,0.033010119545438886,0.0731550898726887,0.0017350544845450818,0.00802432287720283,0.015157713912686539,0.002250831520166201,0.007861707136349455,0.015894691175093848,10275758,496726.5,48339.64560084035,44529,10.6,62.4,52586,195.40862587000342,0,0,0,1
North Dakota,2017,ND,38,0.0664614042854028,0.11177197375636765,0.27456045880106505,0.07834768187854722,0.10596296027115777,0.24854675555496825,3.700008589305654e-4,0.007113266512940119,0.013026673097633976,2.5239344305620707e-4,0.006427443492279535,0.00847169823787091,0.0017482540584469214,0.01545017872362918,0.021847229288210847,0.0024512556904149954,0.015002213397995389,0.022188158651082583,756755,54083.1,71467.11947724165,52455,6.1,71.2,70665,10.709049741739191,0,0,1,0
Nebraska,2017,NE,31,0.0659322544937449,0.12111071581712657,0.25932369256514615,0.08104911950873188,0.11510288482304103,0.2532647399736463,0.001694315800016484,0.011598864474558658,0.016687028364140183,0.002219616295895979,0.011084518606696512,0.015060005279087407,0.0010714669498872716,0.008510702671572948,0.0130678279267897,0.0014788747823419742,0.008446018201375275,0.0132973534662008,1916998,114480.9,59718.84164720047,50204,7.2,70.1,77227,24.822898727129115,1,1,0,1
New Hampshire,2017,NH,33,0.07808752253970135,0.1039592119342859,0.28481740527771504,0.09277211482566212,0.09953828324305111,0.2852972648743516,5.502093831804768e-4,0.0037396465478619217,0.006843182920552875,4.768975003610055e-4,0.003407891765002092,0.005023715283305996,0.0012307510024844581,0.004768234479541171,0.011210793878828047,0.0014817886618359814,0.004859318940013848,0.01193576694226504,1350395,74107.3,54878.239329973825,58419,4.9,67.9,9304,145.14133705932932,0,0,1,0
New Jersey,2017,NJ,34,0.05592695530350702,0.0880564869145391,0.21566204969382258,0.07325756425945701,0.08380666971417101,0.21586850442505057,0.006773627843913923,0.02251470413349374,0.045412727759790654,0.010739021305565716,0.021780130324127178,0.04985932388381965,0.005411476655370349,0.014692376262453805,0.033908980128253954,0.00643756229504305,0.014209260940441242,0.03568257815717944,8888147,537045.1,60422.616772652385,62397,7.3,65.4,7836,1134.2709290454313,1,1,0,1
New Mexico,2017,NM,35,0.07018248851801663,0.10465662992559407,0.23748019441487278,0.0824920538750141,0.10030179029110627,0.2372713876428439,0.0013555716527366589,0.005367815279113015,0.009939584603534711,0.001390930236558482,0.004925832981340224,0.0076857137942436225,0.005381194202721273,0.022605602710952178,0.038094095881011675,0.007706259998356304,0.022274474351647807,0.04088837964033631,2092844,89032,42541.1545246564,39437,15.2,56.8,121666,17.201551789324874,1,1,0,1
Nevada,2017,NV,32,0.06107909667820398,0.09593260246889654,0.23286151158592738,0.0653632771743318,0.09126720965029068,0.22031346890764333,0.004639821647812975,0.018260507648303538,0.03221664703406383,0.00580364638166251,0.017398153559591092,0.032613673106900616,0.007000780930097503,0.014653963178186983,0.03510080592928158,0.009898734799032468,0.013997860769685512,0.0415982385500877,2972097,145699.9,49022.59246585828,47542,9.1,63.7,110540,26.88707255292202,0,0,1,0
New York,2017,NY,36,0.054728808005001975,0.08216634720416596,0.2111848978727967,0.07102045136716119,0.07844803744277094,0.21161794193677821,0.00864281438526958,0.025082208197072457,0.05299122188805273,0.014050633951501822,0.024350192756920807,0.060208588930128024,0.005521324574870409,0.012985401694174534,0.032208679366672675,0.0067078704138222155,0.012396849643987764,0.03568773036885198,19593849,1419583.6,72450.47157401284,63045,10.4,63.2,49576,395.22851783120865,1,1,0,1
Ohio,2017,OH,39,0.0656348617048981,0.10081121536921983,0.24243453418078598,0.08297723258240865,0.09580577463549998,0.2437903886828624,0.006103102546901148,0.022882198471314123,0.0376150401870234,0.009062460514605802,0.022154595701280318,0.040768556999464925,0.0011325504002929613,0.004187059060120322,0.009236732007475587,0.0014196311822019174,0.004226662321165989,0.009757403452478573,11665706,590738.9,50638.93261153676,46711,9.8,62.9,41222,282.997088933094,0,1,1,0
Oklahoma,2017,OK,40,0.05995090504835009,0.09824811966233493,0.2254231617738653,0.07391825609199915,0.09322981837003337,0.2235551537750896,0.0033246881611306888,0.015751720687553036,0.025498512559226888,0.00449842154849423,0.014967960663025899,0.024916094714208505,0.00509227929007561,0.02450832595671855,0.03759810982402388,0.006648105222643267,0.023837693798203274,0.03903267285302377,3933602,194256,49383.745483147504,44444,11.6,61,69919,56.25941446530986,0,1,1,0
Oregon,2017,OR,41,0.074254682691895,0.10376717927400372,0.2642076978386389,0.08748620184631231,0.09859923120955495,0.26356631577119927,9.109554326266718e-4,0.0051006752836910045,0.008971391948581412,9.95106688843376e-4,0.0047802253710491705,0.0073168191114495375,0.0031186600226557363,0.011076620080466925,0.024291019638347316,0.0041631965324860016,0.010833087791702252,0.02656093346649647,4147294,205744.8,49609.40796577238,47983,8.8,62.4,96981,42.76398469803364,1,1,0,1
Pennsylvania,2017,PA,42,0.07077997032985353,0.09371645822454788,0.24316202071189125,0.09019327487622003,0.08947657069005013,0.24298343084652613,0.005156831210849448,0.020304143620953678,0.035757051818181604,0.008168942730020815,0.019441363085388855,0.03782322323209515,0.0017375191671475307,0.006149900282765984,0.01298438202318323,0.002081099494563326,0.006078308021639308,0.014005509634122122,12794679,694236.5,54259.782523656904,52499,8.1,62.4,45333,282.237641453246,0,0,1,0
Rhode Island,2017,RI,44,0.06765579421402029,0.09274963702754427,0.25429556842338397,0.08938681790045752,0.08961397145815547,0.261205768943187,0.003129986730446338,0.015436030718732787,0.027531957666148632,0.004068888102264532,0.01509530038218586,0.027478008696195367,0.001749082394274216,0.007893586130003767,0.01573322329005427,0.0021096886671197117,0.007915355012616487,0.016951334243209527,1056554,52608.8,49792.81702591633,50973,7.9,65.4,1214,870.3080724876442,1,1,0,1
South Carolina,2017,SC,45,0.0612599465855278,0.08104371067068064,0.1989132108320062,0.07321792953474984,0.0773525184092147,0.20210829221288926,0.014312222031699377,0.0408306813746767,0.07633901201925085,0.020890564782652114,0.039867900034652175,0.08824885590147166,0.0010491133858035902,0.003585166961004571,0.0077830129565702065,0.001360028103666884,0.003607645120389441,0.008230189083093998,5027102,202494.3,40280.52345068789,42819,11.3,60.4,31055,161.87737884398646,0,1,1,0
South Dakota,2017,SD,46,0.07142808092183874,0.11018824994391874,0.2508686874236036,0.08281715674829353,0.10383160969267465,0.23920607234254898,4.120256554641469e-4,0.006054488103903714,0.009134379878498211,3.8112373130433586e-4,0.0054364496207074935,0.005548612160250511,0.0025671487366835596,0.02472955093781617,0.02916683834402311,0.0038501508471705283,0.024095489234685234,0.0302838856766148,873732,45878.2,52508.32062920896,50350,8.4,67.9,77047,11.340246862304827,0,0,1,0
Tennessee,2017,TN,47,0.06274665854921138,0.09618544135982467,0.232395467409946,0.07752830039191344,0.09149293465666918,0.2362901779783843,0.007033622110613831,0.027174214132831196,0.04972666137284675,0.01062020495780333,0.026649101351234626,0.055951913608671536,9.712948274454976e-4,0.0038524156081508943,0.00790603012950002,0.0012162779600961942,0.0038656700147198376,0.008393613580137333,6714748,318412,47419.79892618457,44969,10.9,61.5,42244,158.95151974244862,0,0,1,0
Texas,2017,TX,48,0.04712618390907307,0.11677353919745005,0.2359931899248327,0.05771374694673476,0.11181122323462028,0.23192539796367923,0.0047051672643591835,0.020694938437010976,0.03873797569151262,0.006797491670856453,0.01998542011063297,0.041298999993778944,0.002627123005515813,0.009492021214926686,0.020579778236376314,0.0031872299850298808,0.009137209031387481,0.021413364182222602,28291024,1664218.5,58824.96511967895,49227,11.3,64.3,267339,105.8245299039796,0,0,1,0
Utah,2017,UT,49,0.04812278881535279,0.15477551441257403,0.2621003757000071,0.055237245210308226,0.14697700045754203,0.25684379772775606,3.1512401966786316e-4,0.00391617314421596,0.0057257196620633215,2.9804674661837774e-4,0.0036355258833461143,0.003998015169773871,0.001550165295114611,0.009875819225787327,0.017229679656134606,0.002055394807220142,0.009572617075984198,0.017770996990533392,3103540,154367.3,49739.10437758173,43400,6.7,68.7,84916,36.54835366715342,0,0,1,0
Virginia,2017,VA,51,0.05344698525359016,0.08604970528311201,0.21413111138682267,0.06521830747239026,0.08186661544885257,0.2110746875431988,0.009702383812274592,0.02939035258011116,0.06082827657761276,0.014045548990551424,0.028695276160071094,0.06511914575485736,0.0033894419450051475,0.01083991037197331,0.024309495053187868,0.004421077956338388,0.010580555260759312,0.026891123149291152,8471011,466724.8,55096.70569427899,54976,7.1,65.7,40815,207.54651476172975,0,1,1,0
Vermont,2017,VT,50,0.08451175111816385,0.10640152799728697,0.28133898120716905,0.09973253648829367,0.10010525776955907,0.2850677936819744,4.447060780763103e-4,0.0035608479489131896,0.005546028678743049,3.6152364620592133e-4,0.0031401368031071836,0.0040855371345571816,7.662381704983907e-4,0.0035688462596699575,0.0076671806914379685,0.0012013462756665792,0.003712815853291785,0.008786944197385512,625132,29500.9,47191.47316086842,50709,7,65.4,9609,65.05692579873036,1,1,0,1
Washington,2017,WA,53,0.06174838794709335,0.09865479726508697,0.24910772836277462,0.07258098498495749,0.09381039266414117,0.24115519878900654,0.0016285783253012843,0.009277255598482003,0.017248632900243956,0.0017516270637757303,0.008812659103432426,0.013971686135247796,0.005168450895812317,0.0178537795954766,0.03950389548880977,0.00736690373967195,0.01737437417128896,0.04298466696939708,7427951,482824.1,65000.98075498883,57244,7.1,64.6,68192,108.9270148991084,0,0,1,0
Wisconsin,2017,WI,55,0.07136190398759086,0.1050002701467786,0.26246408040396696,0.08512592551164333,0.10028901389866336,0.25703145457900517,0.0021563409317940665,0.014137911570343373,0.01999086161632011,0.003011144029316018,0.013389268389012051,0.02083996832809525,0.001187610119335829,0.007753989325663581,0.013286906063319297,0.0015694405821222903,0.0077696975409047965,0.013634212976125066,5793147,292311.2,50458.101615581305,48741,7.1,66.3,56154,103.16534886205791,1,1,0,1
