year,state,sfip,pop_wm65o,pop_wmU20,pop_wmWA,pop_wf65o,pop_wfU20,pop_wfWA,pop_bm65o,pop_bmU20,pop_bmWA,pop_bf65o,pop_bfU20,pop_bfWA,pop_nm65o,pop_nmU20,pop_nmWA,pop_nf65o,pop_nfU20,pop_nfWA,population
2014,PA,42,840675,1235121,3176789,1100483,1178716,3181007,59182,257870,443374,95076,246743,475798,17979,71749,152884,21514,72223,165209,12792392
2014,RI,44,66420,102346,272859,90241,98443,281644,2758,15982,27008,3703,15543,27374,1564,7685,15818,1916,8076,17131,1056511
2014,SC,45,271141,397203,975959,327475,378274,989222,61703,205301,378353,91457,200588,437044,4116,15864,34874,5325,16299,36660,4826858
2014,SD,46,55912,95389,219109,66936,89905,209728,251,4292,6469,271,3856,3668,2026,20264,24035,2970,19788,24801,849670
2014,TN,47,386227,641660,1540452,483576,609923,1570593,40084,182838,324113,61693,178601,366898,5177,23256,48277,6414,23545,51290,6544617
2014,TX,48,1196313,3236792,6459737,1480592,3094919,6377237,112397,556801,1013707,163681,536644,1089904,57112,241228,511841,68811,232052,533324,26963092
2014,UT,49,131107,467581,772748,152529,444362,760498,760,11293,14933,768,10212,10527,3917,28636,46815,5161,27628,48852,2938327
2014,VA,51,410927,732540,1826809,508316,697483,1806110,71184,248442,501945,104751,242492,543101,23071,85465,188638,29902,83188,211066,8315430
2014,VT,50,47477,69401,180385,56919,65335,183093,203,2126,3010,186,1935,2250,375,1851,3943,514,2072,4618,625693
2014,WA,53,406536,723440,1799970,482693,687786,1753603,9804,64194,114011,10791,60797,93208,31326,121129,253823,44474,117301,282645,7057531
2014,WI,55,372744,623332,1540609,458553,594639,1509941,10752,80882,111738,15286,76927,117805,5604,42601,69815,7578,42315,72078,5753199
2014,WV,54,143536,204397,516064,176070,194319,520642,3177,11970,24802,4255,10899,19188,1042,2355,6939,1299,2446,7169,1850569
2014,WY,56,37951,72425,169696,41936,68485,158582,285,1841,3615,274,1606,2395,655,4488,6799,881,4305,6940,583159
2015,AK,02,29743,64863,178998,28146,60346,153972,781,6564,12240,855,6174,8589,6295,34026,53206,8235,32000,53397,738430
2015,AL,01,268921,414766,995252,340769,395990,1000569,57263,195224,366159,85511,190963,429073,4233,15590,35398,5604,16122,37396,4854803
2015,AR,05,189581,308168,690903,234341,292304,690736,19044,79216,132234,27014,77026,148021,2884,14333,27553,3666,13829,28879,2979732
2015,AZ,04,476900,751411,1649465,551620,719176,1641152,12010,67088,114514,14534,62957,102638,22229,108473,195352,31391,106038,205862,6832810
2015,CA,06,1778389,3903618,8877604,2199738,3740550,8555680,122630,412351,858312,168141,393955,856568,372671,879463,2123277,494182,838156,2329011,38904296
2015,CO,08,303033,621599,1516823,360760,588422,1466124,9189,48747,91608,11037,45646,77259,10081,46620,93596,13849,47670,102265,5454328
2015,CT,09,225185,345653,869242,294117,329830,880501,15955,69157,127510,24782,66197,140650,6709,28145,62803,8212,28281,65632,3588561
2015,DC,11,14127,24293,113822,16121,24919,110837,17708,42313,92850,29693,42400,111691,884,3218,11951,1495,3363,15329,677014
2015,DE,10,59944,75293,192954,73095,72955,198896,9504,34366,61145,13438,33780,70191,1956,6269,14590,2438,6061,15190,942065
2015,FL,12,1581892,1689623,4554375,1902848,1605427,4597256,144447,552521,1007631,200101,533631,1093879,36860,94469,226431,47587,92951,257182,20219111
2015,GA,13,433284,827222,1898357,537292,787062,1879076,116168,514584,927848,177745,504788,1084750,16858,73410,152708,20328,70370,161503,10183353
2015,HI,15,34579,26267,133147,32344,25001,107059,1166,6796,16694,778,6376,9903,71897,141360,283305,97575,133160,295592,1422999
2015,IA,19,216020,374840,840497,273501,357377,827427,2683,29046,37984,3243,27261,31418,2158,16335,32513,2842,16436,30960,3122541
2015,ID,16,111424,229459,445426,124283,218904,439690,326,4403,5779,276,4208,3849,2134,10664,18279,2842,10878,19671,1652495
2015,IL,17,674178,1273596,3031165,868189,1214322,2990151,84249,300599,541978,132058,291784,618186,38275,110571,259478,46972,107626,276208,12859585
2015,IN,18,393219,750370,1689278,502409,714584,1687046,23953,121468,186166,35367,117056,201911,5221,28890,59672,6645,28408,59779,6611442
2015,KS,20,177698,351087,746324,221889,333222,734842,6823,38259,61514,9380,36515,54502,4045,21721,42724,5137,20845,44190,2910717
2015,KY,21,278648,499437,1167038,352683,473930,1179661,14424,64910,115297,20827,61955,113156,2631,13077,26803,3507,13242,27900,4429126
2015,LA,22,216002,363742,902182,269937,346546,889537,64299,244964,427806,93363,238433,479942,5276,18423,41133,6357,17861,41195,4666998
2015,MA,25,410450,643245,1695006,544594,621031,1750648,21546,99241,182104,31497,95129,194116,18237,67135,159431,22072,67750,174252,6797484
2015,MD,24,264460,436934,1097017,333439,416992,1092491,80175,266702,537818,122817,259339,624565,21314,61784,135666,26281,59792,150942,5988528
2015,ME,23,111767,139211,373612,134961,131588,385759,486,5574,6964,492,5181,5109,1046,4116,7980,1467,4268,9517,1329098
2015,MI,26,616554,972372,2382643,759087,925279,2371187,64912,234692,409842,96988,226129,456816,15260,61508,127923,19125,61103,133063,9934483
2015,MN,27,344046,584394,1427677,421593,559747,1404199,7128,78369,106064,9120,74870,99770,8771,65654,105917,11526,64371,110786,5484002
2015,MO,29,384488,640352,1505369,482611,608706,1511426,28907,125068,209102,45249,120207,232060,6391,26365,55292,8052,26278,59488,6075411
2015,MS,28,141862,224044,522036,179064,212143,516401,45875,180711,310080,66679,177011,360289,1822,8042,16199,2443,7972,17558,2990231
2015,MT,30,81253,111212,279529,88407,104824,271709,172,2128,3031,151,1930,1809,2658,16602,22616,3471,15830,24163,1031495
2015,NC,37,543310,884191,2140798,683506,841583,2154133,99824,342977,640064,151260,335416,736908,15482,76616,143891,19867,75697,151695,10037218
2015,ND,38,46989,85255,214409,56787,80925,192030,213,4529,8536,150,4057,5104,1235,11162,15804,1693,10700,15959,755537
2015,NE,31,118851,231257,498244,148168,220051,487850,2960,21556,30424,3953,20469,27827,1771,15117,22837,2439,14870,23415,1892059
2015,NH,33,97761,143555,385217,117385,137539,386184,632,4786,8146,584,4357,5925,1354,6325,14241,1680,6458,15351,1337480
2015,NJ,34,475350,796220,1941574,632583,757674,1945773,56298,202616,397738,89762,196260,441257,42837,125987,289259,50619,122531,305974,8870312
2015,NM,35,137319,224413,503198,161422,215313,504612,2540,11115,20164,2675,10097,15762,10255,47167,78559,14618,46318,84524,2090071
2015,NV,32,169307,283728,680284,180329,269997,645199,12210,49415,88370,15173,47092,87838,17913,41885,97980,25087,39936,116788,2868531
2015,NY,36,1022055,1644792,4211513,1345634,1571318,4229070,157160,503787,1033992,259572,489212,1187945,96203,248029,618654,117548,238518,682319,19657321
2015,OH,39,723869,1193417,2858566,928719,1135214,2878237,65975,264152,430323,98914,255533,469785,11504,44716,98593,14518,45733,104547,11622315
2015,OK,40,225110,388605,894150,279293,368490,887397,11883,61717,98780,16164,58656,97122,18419,94864,144042,23879,92247,149700,3910518
2015,OR,41,284177,427621,1073765,337359,406775,1074611,3263,20241,34341,3729,19051,27927,11081,44069,91705,14705,42846,101276,4018542
2015,PA,42,859748,1221939,3159386,1115269,1166322,3159644,61511,257986,448250,97983,246758,478227,19443,73934,156630,23162,73981,169665,12789838
2015,RI,44,67982,100879,271833,91174,96969,280039,2919,16056,27726,3924,15684,27988,1665,7963,16240,2015,8298,17532,1056886
2015,SC,45,283242,400648,984900,340337,382227,998730,65220,205489,380945,95825,200357,439785,4504,16485,36368,5861,16957,38126,4896006
2015,SD,46,57971,95349,218527,68585,89780,209110,292,4543,6697,300,4079,3792,2092,20718,24394,3122,20114,25198,854663
2015,TN,47,397904,642171,1544848,495346,610862,1574902,42663,182429,327383,64850,178403,369853,5651,24192,49716,6993,24292,52896,6595354
2015,TX,48,1240927,3268165,6551816,1529951,3126971,6452663,119205,566263,1043653,172918,546383,1118208,62901,251505,538279,75977,242207,560539,27468531
2015,UT,49,136689,470758,783799,158298,447993,769941,819,11438,15589,816,10347,10941,4242,29155,48753,5548,28153,50347,2983626
2015,VA,51,424863,730745,1822662,522494,695492,1799830,74995,248171,507578,109412,242136,546819,25055,87766,194613,32440,85650,216582,8367303
2015,VT,50,49164,68418,179080,58611,64269,181611,221,2188,3154,209,2026,2344,414,2027,4314,591,2187,4982,625810
2015,WA,53,423887,724640,1813975,500724,689223,1763945,10582,65472,117590,11521,62255,96373,33828,124716,266010,47952,120622,293972,7167287
2015,WI,55,385150,617858,1534257,468548,589423,1502743,11363,81159,112963,16051,76985,118799,6036,43381,72346,8051,43234,74580,5762927
2015,WV,54,147556,202508,510717,179375,192639,514278,3374,11893,24884,4339,10948,19143,1114,2435,7026,1432,2459,7212,1843332
2015,WY,56,39606,73097,169114,43425,68832,158079,297,1863,3457,302,1607,2178,696,4606,6947,923,4329,7031,586389
2016,AK,02,31477,64584,177602,29744,60159,152809,856,6651,12417,936,6400,8748,6631,34430,53984,8655,32331,54161,742575
2016,AL,01,275852,413984,989862,347923,395601,996424,60352,194340,366175,89171,190082,429673,4618,15823,36205,6089,16484,38166,4866824
2016,AR,05,193523,307566,689704,238705,291683,689610,20001,79253,132967,28234,77020,148557,3116,14947,28889,3977,14338,29725,2991815
2016,AZ,04,496888,752087,1667041,574501,720492,1655928,12906,68952,119068,15749,64922,107465,23668,110464,201247,33753,107812,211824,6944767
2016,CA,06,1833439,3875938,8891944,2257636,3714919,8558717,127350,407887,866270,174464,389623,860614,393654,888853,2167820,522231,846629,2371198,39149186
2016,CO,08,317405,622974,1539038,375714,590423,1482446,9723,49457,94576,11532,46420,79251,10722,47765,97117,14671,48725,105885,5543844
2016,CT,09,230088,339600,862024,298636,324624,872331,16660,68875,129201,25699,66108,142325,7152,28640,63692,8843,28616,66716,3579830
2016,DC,11,14768,25161,116260,16708,25623,113139,17918,42384,93322,30180,42390,111908,933,3358,12407,1568,3453,16096,687576
2016,DE,10,62295,74882,192232,75743,72938,198044,10096,34577,62104,14210,34079,71093,2108,6337,14866,2655,6216,15514,949989
2016,FL,12,1640447,1711115,4620827,1968249,1628074,4662756,153132,559817,1029441,211573,541145,1114709,39951,97284,235038,51998,95430,266251,20627237
2016,GA,13,447373,827747,1902410,553800,787880,1882660,123725,518290,944363,188878,508727,1103187,18378,76059,159650,22265,73244,169806,10308442
2016,HI,15,36516,25946,133081,33895,24742,106995,1247,6881,17143,839,6380,10301,73791,141139,282431,100149,132785,294624,1428885
2016,IA,19,222243,373700,836380,278709,356296,823706,2846,29998,39814,3423,28137,32780,2286,16875,33875,3070,17011,32061,3133210
2016,ID,16,116559,231339,452372,129844,221075,445587,381,4543,6171,293,4455,4128,2333,10967,18993,3061,11331,20604,1684036
2016,IL,17,693264,1259021,3006332,885346,1200530,2962436,86969,295933,541194,136252,287008,614164,40582,111209,263332,50111,108147,279879,12821709
2016,IN,18,405294,747564,1683573,514694,711555,1681098,25049,122628,188576,36765,117919,204745,5694,30276,63193,7118,29511,62646,6637898
2016,KS,20,183190,349237,741803,226715,331804,730820,7089,37927,61748,9662,36254,54472,4280,21938,44122,5506,20902,45508,2912977
2016,KY,21,286708,497650,1161756,361272,472860,1174217,15215,65324,116110,21789,62464,114043,2844,13694,27898,3761,13663,29038,4440306
2016,LA,22,222768,363526,896613,276821,346579,885573,67557,244589,428223,97780,238384,480172,5693,18813,41553,6852,18147,41703,4681346
2016,MA,25,422132,635955,1689808,555662,614287,1743448,22753,100519,187216,33156,96715,198525,19526,68945,165350,23796,69221,180266,6827280
2016,MD,24,271477,435383,1088719,340171,415670,1083131,84417,266469,541522,129628,258734,626080,22494,63063,137985,27965,60871,153235,6007014
2016,ME,23,115503,137938,371798,139180,130391,383400,529,5626,7383,509,5312,5490,1138,4207,8199,1567,4271,9907,1332348
2016,MI,26,635869,964404,2374769,777500,917832,2359523,67164,233552,410192,100418,224735,455451,16291,62442,133967,20439,61888,137681,9954117
2016,MN,27,356981,582311,1424208,433687,557621,1399076,7744,82249,110610,9846,78612,104194,9282,67245,109386,12363,65680,114265,5525360
2016,MO,29,394943,637913,1501668,493590,606672,1505836,30063,125025,210174,46973,120088,232428,6854,26754,56489,8646,26653,60615,6091384
2016,MS,28,144640,222734,518324,182187,211246,512934,48313,179246,311005,69705,175407,360421,1953,8062,16186,2577,8082,17573,2990595
2016,MT,30,84647,111723,280283,91787,105132,272177,174,2192,3200,179,1974,1878,2781,16817,22903,3669,16064,24557,1042137
2016,NC,37,563062,886929,2153261,704503,845586,2166587,105297,344330,648023,158896,337777,744385,16634,79331,149893,21419,78268,157621,10161802
2016,ND,38,48443,84968,211059,57898,80457,190014,246,5049,9521,156,4612,5866,1264,11511,16045,1784,10976,16245,756114
2016,NE,31,122662,231701,498038,151911,220385,486852,3087,21995,31339,4111,21058,28440,1899,15846,24177,2659,15655,24668,1906483
2016,NH,33,101570,141928,384751,121108,135888,385666,674,4923,8721,619,4500,6392,1512,6427,14863,1814,6457,15881,1343694
2016,NJ,34,486469,788674,1928763,642041,750435,1931295,58452,201176,400389,92856,194635,441412,45457,127975,294520,53841,124194,311000,8873584
2016,NM,35,142119,221923,500501,166645,212816,501023,2683,11143,20530,2808,10231,15927,10702,47236,79202,15395,46524,85147,2092555
2016,NV,32,175643,284637,685740,187211,270825,649774,13005,51763,91978,16144,49452,92162,19327,42631,101060,27263,40795,120145,2919555
2016,NY,36,1046797,1627663,4177551,1368443,1553970,4187556,163451,497987,1037258,267632,483465,1185218,102137,251759,626831,124542,241216,692915,19636391
2016,OH,39,744182,1183720,2843605,948070,1125306,2860285,68716,265117,434824,102432,256572,472455,12338,46677,103320,15568,47389,109484,11640060
2016,OK,40,230469,388609,891652,285100,368696,884637,12487,61931,99576,16905,58856,97811,19252,95874,146189,25053,93291,151755,3928143
2016,OR,41,296089,429858,1087375,350154,408818,1086543,3520,20794,35898,3917,19502,29293,12033,45418,97108,16054,44194,106703,4093271
2016,PA,42,881740,1209546,3136013,1133881,1154787,3133960,63964,258469,453085,101521,247212,480340,20810,76401,161425,24902,75749,174663,12788468
2016,RI,44,69661,99657,270518,92818,95834,278090,3129,16223,28426,4065,15856,28620,1751,8174,16615,2135,8397,17847,1057816
2016,SC,45,295597,403972,992669,354202,385667,1007553,68721,205539,382809,100572,200409,441696,4860,17223,37816,6383,17558,39785,4963031
2016,SD,46,60195,95647,218641,70408,90143,208843,317,4905,7386,318,4465,4311,2159,21252,24979,3246,20613,25865,863693
2016,TN,47,409972,643689,1551375,508059,612424,1579761,44988,182229,330035,68080,178755,372592,6070,24910,51196,7539,25151,54452,6651277
2016,TX,48,1286842,3291445,6623320,1580866,3151300,6515148,126228,576484,1070414,182725,556535,1144148,68422,260529,561543,83023,251098,583994,27914064
2016,UT,49,142975,476347,798327,164638,452901,783428,889,11826,16652,868,10809,11620,4483,29831,51007,5978,28869,52793,3044241
2016,VA,51,438597,729905,1817846,537739,694945,1792732,78671,248258,510931,114216,242705,549031,26916,89936,200123,34854,87940,222306,8417651
2016,VT,50,50979,67287,177276,60410,63431,179547,242,2199,3297,216,1996,2429,452,2093,4499,649,2192,5172,624366
2016,WA,53,441379,730014,1833862,520162,693815,1778356,11323,67169,122658,12269,63807,99886,36053,128478,278933,51324,124595,305878,7299961
2016,WI,55,398735,612758,1527214,480303,584893,1495251,11990,81339,114226,16825,77162,119648,6472,44045,74876,8535,44041,76857,5775170
2016,WV,54,151470,200428,503599,183083,190418,506704,3541,11783,24810,4428,10877,19119,1184,2484,7111,1524,2540,7332,1832435
2016,WY,56,41162,72698,167063,44889,68328,156530,328,1892,3424,309,1595,2155,742,4665,6978,990,4313,7182,585243
2017,AK,02,33292,63438,174057,31570,59162,150332,910,6694,12453,992,6480,8915,6870,34615,54657,9109,32626,54811,740983
2017,AL,01,282779,413086,984661,354927,394346,993132,63148,193258,365712,92857,189400,430748,4978,16082,36799,6577,16656,38843,4877989
2017,AR,05,197665,307033,689250,243017,290706,689194,20942,79004,133350,29430,77028,148857,3367,15569,29727,4294,14904,30518,3003855
2017,AZ,04,517242,750705,1684073,598084,719628,1670615,13889,70334,123444,16919,66587,111804,25073,111775,206237,36062,108865,216752,7048088
2017,CA,06,1886551,3843869,8888969,2312828,3684104,8542325,131736,404302,875722,180427,385711,864309,414893,900908,2206873,550035,857143,2407080,39337785
2017,CO,08,332212,622091,1555581,391349,590212,1494393,10315,50005,96923,12143,46799,80804,11410,48980,100255,15555,49576,108818,5617421
2017,CT,09,235608,333877,855092,303359,319720,864612,17317,68990,131363,26652,66394,144427,7637,29280,64657,9426,29107,67806,3575324
2017,DC,11,15268,26226,118256,17231,26740,115399,18051,42809,92860,30579,42906,111496,976,3644,12653,1652,3634,16699,697079
2017,DE,10,64761,74631,191368,78649,72755,197149,10567,34840,63248,15076,34215,71901,2286,6514,15121,2865,6332,15664,957942
2017,FL,12,1694290,1725829,4675187,2030210,1643772,4713752,161559,565363,1049341,222893,547192,1134114,43270,99588,241999,56481,97818,274431,20977089
2017,GA,13,461502,825269,1904328,569969,787344,1884653,131331,520736,961179,199623,511536,1120740,19861,78106,165644,24258,75393,175559,10417031
2017,HI,15,38381,25599,131423,35351,24356,106152,1341,6908,17238,899,6413,10426,75499,140541,278606,102722,131794,292114,1425763
2017,IA,19,228745,371993,832194,283994,354803,819444,2996,31254,41615,3582,29454,34556,2448,17435,35192,3270,17431,33328,3143734
2017,ID,16,122137,233952,460739,135617,223619,453144,435,4645,6556,336,4568,4446,2547,11197,19507,3319,11559,21422,1719745
2017,IL,17,712369,1243115,2979368,902231,1185995,2933440,89340,291305,539839,139997,282547,610131,42909,112476,267833,53235,109301,284462,12779893
2017,IN,18,417546,744471,1677613,526977,708085,1675658,26112,123822,191328,38105,119068,207559,6113,31232,65735,7660,30308,64676,6662068
2017,KS,20,188496,347246,736988,231988,329529,726077,7399,37765,61734,9911,35989,54327,4520,21851,44417,5816,20828,46011,2910892
2017,KY,21,294915,496787,1157863,369719,471775,1169819,15981,66091,117759,22609,63239,115264,3018,14089,28776,4032,14023,29831,4455590
2017,LA,22,229151,360847,885283,283060,344331,877299,70463,243343,427433,101786,236993,479686,6040,18965,41514,7298,18315,41866,4673673
2017,MA,25,433648,629856,1685692,567079,608521,1737592,23934,102177,192469,34833,98836,202846,20717,71013,171448,25452,70720,186727,6863560
2017,MD,24,278143,434136,1080304,347100,413847,1074338,88181,265841,546124,135772,258169,629801,23743,64470,140493,29851,62137,155736,6028186
2017,ME,23,119456,136684,370208,143355,129042,381537,582,5721,7716,533,5376,5742,1220,4267,8330,1672,4219,10083,1335743
2017,MI,26,656389,956750,2366910,796379,910562,2348792,69237,232605,410421,103701,223781,455144,17249,63412,139235,21693,62424,142068,9976752
2017,MN,27,370340,580628,1421139,446538,556078,1395178,8293,85976,115464,10527,82003,108724,9832,68629,112462,13124,67013,117335,5569283
2017,MO,29,405339,635895,1498253,504555,604280,1501862,31230,125122,210860,48618,120033,232990,7331,27573,58398,9331,27239,62473,6111382
2017,MS,28,147820,221335,515549,185427,209974,509289,50614,177444,311559,72570,173491,360252,2102,8238,16341,2717,8187,17765,2990674
2017,MT,30,88201,112084,281183,95105,105346,273449,198,2279,3317,204,2058,1998,2905,17039,23256,3905,16399,24936,1053862
2017,NC,37,583174,888138,2161191,727124,846252,2176913,110656,346206,655539,166351,339204,751724,17829,82456,155757,23129,80785,163330,10275758
2017,ND,38,50295,84584,207775,59290,80188,188089,280,5383,9858,191,4864,6411,1323,11692,16533,1855,11353,16791,756755
2017,NE,31,126392,232169,497123,155371,220652,485508,3248,22235,31989,4255,21249,28870,2054,16315,25051,2835,16191,25491,1916998
2017,NH,33,105449,140386,384616,125279,134416,385264,743,5050,9241,644,4602,6784,1662,6439,15139,2001,6562,16118,1350395
2017,NJ,34,497087,782659,1916836,651124,744886,1918671,60205,200114,403635,95450,193585,443157,48098,130588,301388,57218,126294,317152,8888147
2017,NM,35,146881,219030,497009,172643,209916,496572,2837,11234,20802,2911,10309,16085,11262,47310,79725,16128,46617,85573,2092844
2017,NV,32,181533,285121,692087,194266,271255,654793,13790,54272,95751,17249,51709,96931,20807,43553,104323,29420,41603,123634,2972097
2017,NY,36,1072348,1609955,4137925,1391564,1537099,4146410,169346,491457,1038302,275306,477114,1179718,108184,254434,631092,131433,242902,699260,19593849
2017,OH,39,765677,1176034,2828170,967988,1117642,2843987,71197,266937,438806,105720,258449,475594,13212,48845,107753,16561,49307,113827,11665706
2017,OK,40,235823,386469,886725,290765,366729,879377,13078,61961,100301,17695,58878,98010,20031,96406,147896,26151,93768,153539,3933602
2017,OR,41,307956,430353,1095747,362831,408920,1093087,3778,21154,37207,4127,19825,30345,12934,45938,100742,17266,44928,110156,4147294
2017,PA,42,905607,1199072,3111180,1153994,1144824,3108895,65980,259785,457500,104519,248746,483936,22231,78686,166131,26627,77770,179196,12794679
2017,RI,44,71482,97995,268677,94442,94682,275978,3307,16309,29089,4299,15949,29032,1848,8340,16623,2229,8363,17910,1056554
2017,SC,45,307960,407415,999957,368074,388859,1016019,71949,205260,383764,105019,200420,443636,5274,18023,39126,6837,18136,41374,5027102
2017,SD,46,62409,96275,219192,72360,90721,209002,360,5290,7981,333,4750,4848,2243,21607,25484,3364,21053,26460,873732
2017,TN,47,421328,645861,1560477,520583,614352,1586629,47229,182468,333902,71312,178942,375703,6522,25868,53087,8167,25957,56361,6714748
2017,TX,48,1333248,3303643,6676489,1632781,3163254,6561407,133114,585481,1095937,192308,565408,1168391,74324,268539,582223,90170,258501,605806,28291024
2017,UT,49,149351,480352,813439,171431,456149,797125,978,12154,17770,925,11283,12408,4811,30650,53473,6379,29709,55153,3103540
2017,VA,51,452750,728928,1813907,552465,693493,1788016,82189,248966,515277,118980,243078,551625,28712,91825,205926,37451,89628,227795,8471011
2017,VT,50,52831,66515,175874,62346,62579,178205,278,2226,3467,226,1963,2554,479,2231,4793,751,2321,5493,625132
2017,WA,53,458664,732803,1850360,539128,696819,1791289,12097,68911,128122,13011,65460,103781,38391,132617,293433,54721,129056,319288,7427951
2017,WI,55,413410,608282,1520493,493147,580989,1489021,12492,81903,115810,17444,77566,120729,6880,44920,76973,9092,45011,78985,5793147
2017,WV,54,155218,197941,496131,186497,187848,498443,3747,11706,24678,4578,10819,18992,1262,2456,7046,1614,2475,7232,1818683
2017,WY,56,42942,71325,163476,46482,66967,153941,347,1931,3352,338,1608,2133,782,4620,7104,1065,4345,7236,579994
2018,AK,02,34982,62250,170632,33300,58126,147686,1005,6673,12422,1046,6452,8918,7186,34430,54724,9564,32404,54824,736624
2018,AL,01,289455,412258,981139,362101,393693,990621,66056,192653,365020,96959,188879,430907,5394,16258,37212,7015,16688,39320,4891628
2018,AR,05,201772,305985,687599,247787,289715,687974,22030,78930,133128,30762,76802,149264,3628,15895,30123,4621,15341,30805,3012161
2018,AZ,04,538229,750590,1706558,622735,719962,1688547,14952,71998,128152,18087,68615,116628,26652,112949,210089,38398,109905,221182,7164228
2018,CA,06,1939334,3805993,8863445,2369248,3647111,8506465,136255,400462,883650,186553,381527,866589,436144,908096,2234443,578322,863008,2430818,39437463
2018,CO,08,347659,621069,1571991,408390,590302,1507516,10855,50586,99938,12735,47797,83024,12127,50381,103569,16520,50555,112141,5697155
2018,CT,09,241929,329057,847552,309148,315369,857207,18100,69016,133555,27698,66703,146835,8118,29846,66028,10016,29444,68940,3574561
2018,DC,11,15861,26938,119768,17884,27522,117225,18390,43008,92676,31038,42940,110724,1020,3763,12902,1778,3760,16950,704147
2018,DE,10,67473,74291,190463,81716,72345,196384,11081,35078,64348,15905,34571,72976,2415,6743,15667,3057,6569,15903,966985
2018,FL,12,1743786,1735041,4711750,2088677,1653858,4746395,170163,568927,1066290,234468,551005,1149297,46714,101461,247132,61037,99400,279525,21254926
2018,GA,13,476550,823082,1905334,586725,785033,1886321,138968,522864,976903,210890,513654,1137152,21569,79998,170348,26389,77125,180484,10519389
2018,HI,15,40218,25149,130101,36909,24018,105274,1411,6838,17313,956,6460,10551,77335,139728,275289,105315,130820,289417,1423102
2018,IA,19,235275,369506,827677,289721,352687,815133,3147,31991,43263,3750,30218,35962,2590,17800,36051,3495,17563,34071,3149900
2018,ID,16,128104,235384,468577,141782,224726,460443,487,4700,6929,371,4635,4691,2781,11381,20005,3563,11589,21926,1752074
2018,IL,17,731720,1226021,2946677,920002,1170270,2899673,91911,287874,538276,143942,278974,606366,45383,113176,271057,56351,109822,287190,12724685
2018,IN,18,430212,742156,1673850,539943,705569,1670789,27182,125650,195274,39647,120505,211057,6563,32894,69350,8176,31681,67983,6698481
2018,KS,20,194064,344916,732905,237611,326907,722116,7728,37738,62008,10185,36091,54526,4773,22148,45147,6187,20867,46831,2912748
2018,KY,21,302909,495493,1152194,378464,470181,1165066,16733,66366,118528,23705,63592,115738,3260,14432,29013,4286,14219,30094,4464273
2018,LA,22,235618,358410,874409,289706,341761,868570,73418,241557,426239,105936,235378,478417,6460,19064,41412,7706,18499,41890,4664450
2018,MA,25,445657,623256,1677775,579709,601999,1729347,25178,103707,196359,36655,100652,206409,22071,72143,175155,27148,71425,191075,6885720
2018,MD,24,285456,432482,1070480,354880,412857,1064458,92169,264726,549669,142305,257529,631545,25037,65562,141512,31662,63016,156808,6042153
2018,ME,23,123922,135184,368472,148154,128008,379455,638,5817,8117,568,5534,5984,1294,4274,8485,1791,4185,10241,1340123
2018,MI,26,676518,947236,2356688,816457,901849,2335750,71289,231820,410369,107083,223022,454430,18219,63783,142567,22872,62521,144813,9987286
2018,MN,27,384173,578035,1417007,460043,553282,1390181,8971,89279,120224,11299,85276,113056,10443,70076,115231,13811,68096,120279,5608762
2018,MO,29,415970,633266,1493054,516098,601801,1496169,32346,125255,211470,50209,120009,233273,7724,28183,59712,9951,27773,63723,6125986
2018,MS,28,150632,218995,511055,188412,207817,504460,53037,175106,310990,75614,171342,359173,2229,8363,16467,2911,8291,17985,2982879
2018,MT,30,91866,111932,281240,98733,105072,273499,211,2282,3401,208,2081,2078,3066,17045,23354,4096,16561,25093,1061818
2018,NC,37,604170,889472,2171361,750784,847992,2187966,116341,347762,662680,174249,340406,759204,19105,84642,159804,24841,82738,167841,10391358
2018,ND,38,52034,84935,205847,60767,80420,186925,304,5742,10305,225,5270,6884,1366,11916,16662,1945,11540,16975,760062
2018,NE,31,130185,231715,495379,158882,220264,483882,3372,22679,32650,4394,21627,29536,2158,16951,25848,3018,16729,26243,1925512
2018,NH,33,109470,138679,383974,129429,132677,383795,803,5196,9789,724,4670,7183,1786,6430,15449,2208,6582,16220,1355064
2018,NJ,34,509128,776758,1903082,661510,739851,1903347,62091,199361,406364,98120,192733,444276,50881,131969,304562,60451,127509,319737,8891730
2018,NM,35,151604,215564,493993,178680,206478,492642,3027,11373,21142,3076,10398,16341,11814,47712,80107,17025,46841,85937,2093754
2018,NV,32,188145,285861,701363,201716,272434,662217,14637,56501,99585,18248,54021,101243,22366,44448,107359,31633,42408,126540,3030725
2018,NY,36,1098414,1593540,4097437,1415428,1522078,4105238,175016,485437,1038198,283108,471024,1172868,114363,255875,632274,138398,243530,701872,19544098
2018,OH,39,786592,1165476,2811471,988381,1108597,2825757,73659,268491,443267,109116,260227,478813,14098,50426,111189,17620,50770,116942,11680892
2018,OK,40,241398,384355,882915,297121,364938,875212,13726,61948,101043,18406,58826,98478,20872,97363,149693,27312,94424,155458,3943488
2018,OR,41,319873,428104,1098490,376217,407007,1094131,3978,21441,38680,4333,20020,31405,13643,46255,103687,18450,45291,112533,4183538
2018,PA,42,930347,1189721,3088179,1176462,1135642,3083524,68407,261224,463184,107576,250654,487584,23716,81133,170700,28440,79329,183285,12809107
2018,RI,44,73474,96900,267456,96334,93578,274222,3522,16581,29953,4565,16322,29789,1964,8553,17030,2359,8506,18230,1059338
