"fips","year","state","b_h_f_18to64","b_h_f_65o","b_h_f_U18","b_h_m_18to64","b_h_m_65o","b_h_m_U18","b_n_f_18to64","b_n_f_65o","b_n_f_U18","b_n_m_18to64","b_n_m_65o","b_n_m_U18","o_h_f_18to64","o_h_f_65o","o_h_f_U18","o_h_m_18to64","o_h_m_65o","o_h_m_U18","o_n_f_18to64","o_n_f_65o","o_n_f_U18","o_n_m_18to64","o_n_m_65o","o_n_m_U18","w_h_f_18to64","w_h_f_65o","w_h_f_U18","w_h_m_18to64","w_h_m_65o","w_h_m_U18","w_n_f_18to64","w_n_f_65o","w_n_f_U18","w_n_m_18to64","w_n_m_65o","w_n_m_U18","pov_tot","pov_u18","pov_18to64","pov_65o"
31,2011,"NE",1249,45,1311,1348,43,1451,25631,2238,17958,26882,1530,18972,2892,54,3191,3461,67,3313,17849,1002,9041,16036,684,9162,38790,1630,33617,45103,1374,35438,483943,99690,186654,483559,70389,195317,"13.1%","18.1%","12.2%","7.8%"
31,2012,"NE",1304,49,1410,1434,50,1589,26065,2314,18130,27359,1598,19073,2965,60,3458,3532,73,3647,18517,1086,9356,16878,759,9405,40240,1732,34317,46553,1458,36125,485641,100137,185767,485842,71432,194336,"13.0%","17.9%","12.2%","7.4%"
31,2013,"NE",1333,52,1514,1492,56,1707,26575,2397,18298,28160,1629,19243,3056,62,3726,3600,81,3872,19084,1171,9520,17516,799,9721,41917,1831,35178,47957,1547,37031,486389,100737,184703,487393,72732,193734,"13.2%","17.7%","12.4%","8.4%"
31,2014,"NE",1393,55,1588,1540,62,1827,27205,2455,18615,29237,1684,19441,3100,73,4119,3694,82,4257,20262,1284,10051,18723,864,10202,43171,1940,35566,49338,1652,37653,487021,101563,184313,488639,74278,193008,"12.4%","16.2%","11.9%","7.9%"
31,2015,"NE",1427,54,1651,1603,64,1866,27790,2509,18818,29983,1734,19690,3169,82,4460,3817,83,4548,21247,1356,10410,19795,913,10569,44518,2073,36323,50648,1781,38354,487203,102224,183728,489177,75489,192903,"12.6%","16.8%","19.1%","16.0%"
31,2016,"NE",1486,64,1778,1670,64,1934,28411,2590,19280,30910,1782,20061,3335,95,4707,3892,91,4841,22431,1466,10948,21117,976,11005,46075,2192,37221,52377,1923,39233,487641,102855,183164,489770,76630,192468,"11.4%","14.2%","16.7%","13.2%"
31,2017,"NE",1535,71,1871,1755,62,2017,28819,2700,19378,31564,1856,20218,3446,106,4988,4013,109,5033,23193,1581,11203,21910,1073,11282,47910,2387,38077,54280,2087,40139,485071,105511,182575,487451,79697,192030,"10.8%","14.1%","15.3%","13.6%"
31,2018,"NE",1594,82,1976,1804,65,2139,29425,2829,19651,32225,1928,20540,3529,116,5301,4137,120,5445,23896,1720,11428,22591,1158,11506,49586,2528,38663,55867,2233,40694,482893,107757,181601,484975,82489,191021,"11.0%","12.9%","11.1%","7.6%"
31,2019,"NE",1630,85,2053,1877,75,2178,29761,2997,19823,32956,2044,20684,3678,123,5440,4242,122,5625,24175,1870,11471,22983,1282,11667,51134,2720,39143,57375,2392,41233,480411,110635,180452,482729,85588,189918,"9.9%","11.0%","9.9%","8.1%"
32,2010,"NV",6832,228,6057,6672,167,6270,70793,6815,36445,72185,5468,38757,11001,403,8637,11620,337,8729,97388,9464,29733,78595,6612,31173,182407,9326,125722,195209,7291,131525,498851,87228,151001,526758,77358,159426,"14.9%","22.0%","13.6%","7.6%"
32,2011,"NV",7191,240,6114,6901,172,6350,72531,7208,36263,73710,5817,38595,11377,416,8761,12034,368,8808,99557,10306,29321,80352,7257,30842,187121,10106,125874,198758,7854,131224,496805,89340,146656,523595,80186,155104,"15.9%","22.1%","14.8%","9.4%"
32,2012,"NV",7570,245,6194,7223,175,6459,75818,7594,37054,77243,6180,39195,11783,459,8784,12522,401,8929,102386,11227,29335,82553,7984,30902,193023,10832,126163,203962,8468,131399,496835,92207,144124,523294,83720,152428,"16.4%","24.0%","15.3%","8.1%"
32,2013,"NV",7891,270,6371,7571,187,6615,77777,8134,37600,78897,6566,39705,12282,506,8939,12970,437,9123,105879,12269,29684,85200,8694,31395,199103,11679,127170,209323,9216,132132,494895,96159,142453,520883,88135,150846,"15.8%","22.7%","14.7%","8.7%"
32,2014,"NV",8213,302,6515,7888,224,6797,80995,8719,38640,81596,6911,40669,12898,534,9155,13468,477,9366,109550,13360,29996,87984,9451,31760,205582,12613,128108,215144,9960,133123,494709,100107,141294,520387,92445,149995,"15.2%","22.0%","14.3%","8.3%"
32,2015,"NV",8657,323,6876,8386,235,7061,84811,9220,40216,84598,7361,42354,13497,582,9482,14131,514,9675,113094,14702,30454,90896,10352,32210,213296,13654,129805,222661,10687,134736,494884,103694,140192,520053,96190,148992,"14.7%","20.9%","23.5%","19.9%"
32,2016,"NV",9152,341,7182,8770,236,7392,89019,9794,42270,88238,7739,44371,14117,607,9796,14687,558,10002,116644,16040,30999,93776,11366,32629,220555,14586,131278,229883,11505,136436,494764,107080,139547,520202,99793,148201,"13.8%","19.1%","20.8%","18.4%"
32,2017,"NV",9648,374,7527,9192,284,7808,93511,10647,44182,91794,8271,46464,14661,678,10001,15242,636,10395,120033,17682,31602,96771,12481,33158,227849,15741,132548,237477,12515,137815,491976,113493,138707,517449,106179,147306,"13.0%","18.5%","20.4%","17.9%"
32,2018,"NV",10225,409,7947,9672,304,8201,97494,11363,46074,95446,8800,48300,15264,753,10363,15915,714,10725,122788,19368,32045,99453,13643,33723,235813,16966,133938,245612,13532,138988,492224,118930,138496,518704,111660,146873,"12.9%","17.7%","12.0%","9.8%"
32,2019,"NV",10774,477,8337,10182,323,8614,101488,12161,47443,98863,9359,49720,15943,828,10870,16636,759,11267,126627,21167,32682,102903,14787,34480,244327,18320,135056,253887,14661,140253,492821,124047,137898,520421,116366,146024,"12.5%","16.9%","11.7%","9.5%"
33,2010,"NH",756,37,578,940,24,641,4083,243,3360,5655,226,3624,440,17,335,479,12,318,12130,538,5336,10928,449,5171,9073,459,6731,8966,329,6791,411562,68944,142626,405246,50400,149360,"8.3%","10.0%","8.1%","6.1%"
33,2011,"NH",793,37,581,1001,23,636,4308,254,3468,5953,242,3707,450,19,351,525,13,380,12796,615,5632,11620,506,5317,9520,494,6962,9508,359,6990,411972,70219,140464,406064,51735,146930,"8.8%","12.0%","8.3%","6.2%"
33,2012,"NH",830,42,591,1064,24,662,4611,262,3520,6329,253,3781,488,16,366,560,15,405,13504,691,5851,12294,559,5431,10046,538,7056,10179,392,7130,412908,71915,137676,407074,53629,143985,"10.0%","15.6%","9.0%","6.6%"
33,2013,"NH",894,53,633,1139,28,740,4756,269,3537,6530,281,3765,504,17,350,596,15,410,14170,775,5934,12944,604,5542,10502,598,7094,10693,459,7173,412497,74121,135108,407236,56218,141087,"8.7%","10.2%","8.9%","5.6%"
33,2014,"NH",934,48,720,1206,29,802,4895,277,3588,6799,305,3828,536,20,375,605,20,401,14792,870,6047,13558,679,5686,11021,646,7156,11341,497,7232,413725,76269,132654,409501,58642,138553,"9.2%","13.0%","8.9%","5.1%"
33,2015,"NH",1015,50,747,1295,31,852,5145,299,3610,7146,306,3934,555,23,379,618,24,401,15478,975,6079,14219,734,5924,11641,712,7266,12086,516,7397,413482,77734,130273,410078,60298,136158,"8.2%","10.7%","12.4%","10.1%"
33,2016,"NH",1074,50,817,1446,35,906,5568,319,3683,7584,330,4017,595,26,396,679,27,408,15992,1082,6061,14852,817,6019,12295,779,7418,12751,546,7704,414123,79577,128470,410889,62135,134224,"7.3%","7.9%","9.2%","7.5%"
33,2017,"NH",1135,58,870,1620,39,949,5883,352,3732,7949,376,4101,640,28,416,721,29,442,16255,1196,6146,15146,905,5997,13001,844,7579,13521,598,8039,412957,83741,126837,409742,66204,132347,"7.7%","10.3%","11.0%","10.0%"
33,2018,"NH",1206,64,867,1796,46,998,6257,380,3803,8342,408,4198,660,38,440,762,34,455,16408,1322,6142,15412,1027,5975,13532,920,7767,14319,642,8306,411606,87166,124910,408781,69702,130373,"7.6%","10.6%","7.3%","5.5%"
33,2019,"NH",1282,67,916,1956,52,1046,6655,397,3911,8747,447,4280,673,44,438,788,33,487,16728,1432,6222,15719,1131,5992,14170,972,7963,15004,690,8556,411065,90508,123371,407815,72868,128358,"7.3%","7.1%","7.6%","6.2%"
34,2010,"NJ",49157,2731,30650,45963,1819,32130,402325,48696,172627,343885,27707,178165,18828,856,10919,21041,639,11488,275396,20579,103112,255696,16721,106006,421373,33262,208600,431905,22186,220809,1728780,397755,590016,1679446,263734,624449,"10.3%","14.5%","9.3%","7.2%"
34,2011,"NJ",51114,2938,31424,48111,2004,33120,405181,50119,170080,347948,28524,175556,19387,951,11021,21648,694,11544,282002,22340,105185,262524,18329,108119,431382,35158,212564,442404,23430,223459,1719920,395897,580980,1673932,264605,614958,"10.4%","14.7%","9.4%","7.8%"
34,2012,"NJ",52923,3133,32305,50019,2170,33998,407995,51561,167348,352378,29515,172457,19941,1034,11210,22280,759,11548,287480,24220,106899,267982,20039,109921,439636,37055,214695,451235,24713,224656,1709485,397705,569963,1666424,268264,602725,"10.8%","15.4%","9.7%","7.9%"
34,2013,"NJ",54611,3363,33434,52077,2329,35033,410072,53268,164916,356581,30449,169696,20415,1122,11373,22665,829,11614,292451,26222,107976,272892,21698,111380,447123,39126,216881,459453,26041,225875,1696311,401430,558284,1656032,274345,590454,"11.4%","16.7%","10.3%","8.2%"
34,2014,"NJ",56285,3638,34706,53957,2513,36388,411880,54820,162454,360448,31446,167423,21055,1199,11491,23138,921,11694,297194,28295,109260,277027,23447,112641,454536,41021,219009,466705,27450,227984,1683670,403057,547699,1646175,278045,578606,"11.1%","15.9%","10.0%","8.6%"
34,2015,"NJ",57816,3887,36286,55516,2738,37724,413039,56277,159974,363436,32346,164892,21493,1311,11813,23518,1004,11903,303287,30502,110718,282306,25268,114084,461727,43209,220719,473089,29080,229238,1669824,403596,536955,1633787,280968,566982,"10.8%","15.6%","17.4%","15.0%"
34,2016,"NJ",59148,4166,36738,56991,3037,38167,413355,57599,157897,365633,33180,163009,21821,1422,12255,23747,1118,12412,308836,32762,111939,287917,27195,115563,468551,45496,223548,479598,30779,232290,1654073,405216,526887,1620019,284836,556384,"10.4%","14.6%","16.1%","14.0%"
34,2017,"NJ",60899,4518,37432,58736,3270,38795,413568,59622,156153,367212,34622,161319,22264,1567,12615,24182,1244,12923,314972,35567,113679,294751,29309,117665,476370,48010,227185,486786,32647,236001,1630185,415230,517701,1598403,296087,546658,"10.0%","13.9%","15.5%","13.4%"
34,2018,"NJ",62573,4853,38325,60319,3599,39728,413373,61597,154408,368744,35793,159633,22673,1727,13027,24711,1345,13414,317616,38172,114482,297885,31502,118555,483334,50548,230384,493523,34599,239022,1609268,421707,509467,1579724,304364,537736,"9.5%","13.7%","8.4%","8.0%"
34,2019,"NJ",64279,5172,39327,62074,3835,40879,413602,63570,153057,370808,36884,158463,23113,1812,13590,25205,1423,14037,320646,40621,114888,301012,33436,119339,489330,52976,232485,499027,36441,241286,1589200,427196,500834,1562029,311064,528318,"9.2%","12.3%","8.1%","8.8%"
35,2010,"NM",3971,161,3986,3522,118,4205,11299,1366,6247,15493,1121,6854,12702,833,9832,13262,656,10036,69034,6709,35013,61943,4313,35269,267964,31962,151374,262474,24311,156651,290933,63239,77671,286706,50813,82571,"20.4%","30.0%","18.3%","12.0%"
35,2011,"NM",4108,173,4009,3722,121,4225,11549,1406,6276,15726,1175,6793,13245,873,10440,13783,675,10653,70811,7034,34584,63457,4467,34916,272684,33084,152194,267641,25199,156994,289970,64065,75885,285880,52037,80853,"21.5%","30.7%","19.9%","11.8%"
35,2012,"NM",4276,181,4005,3840,141,4239,11590,1417,6215,16006,1220,6783,13606,915,10973,14233,701,11204,72137,7372,34089,64602,4656,34464,276635,34211,151203,272306,26057,156181,286763,65254,73975,283645,53395,79225,"20.8%","29.3%","19.5%","11.9%"
35,2013,"NM",4414,191,4044,3995,136,4304,11736,1460,6174,16367,1261,6792,13967,948,11649,14592,763,12006,73400,7711,33792,65881,4873,34095,280687,35381,150131,277012,27081,154808,282174,66945,72012,279350,55377,77324,"21.9%","31.2%","20.7%","11.7%"
35,2014,"NM",4543,196,4061,4105,149,4360,11917,1500,6124,16632,1311,6705,14278,992,12342,14819,828,12924,74213,7993,33463,66562,5060,33734,283408,36599,148012,280028,28089,152730,276741,68575,70210,274677,56999,75357,"21.3%","29.5%","20.1%","13.2%"
35,2015,"NM",4644,220,4026,4234,171,4405,12018,1555,6071,16934,1365,6710,14485,1033,13015,15141,886,13696,75244,8380,33303,67469,5318,33471,286364,37829,146860,282772,29178,151129,271772,70069,68453,269979,58588,73284,"20.4%","28.6%","31.8%","27.4%"
35,2016,"NM",4764,246,4075,4426,176,4405,12160,1565,6156,17191,1420,6738,14802,1099,13560,15439,951,14102,75909,8732,32964,68008,5506,33134,288875,38986,145780,285490,30234,150046,268213,71594,67036,266588,60308,71877,"19.8%","30.1%","36.2%","28.0%"
35,2017,"NM",4902,271,4065,4571,193,4414,12219,1604,6244,17391,1484,6820,14949,1165,14005,15576,1064,14538,76362,9225,32612,68560,5787,32772,290466,40980,144566,287188,31909,148693,262558,75211,65350,260999,63794,70337,"19.7%","27.2%","28.9%","26.6%"
35,2018,"NM",5047,301,4142,4746,210,4504,12381,1688,6256,17652,1561,6869,15189,1227,15326,15766,1131,15951,76783,9763,31515,68907,6117,31761,292383,42988,143402,289153,33512,147616,257544,78407,63076,256032,66900,67948,"19.5%","26.3%","18.6%","13.3%"
35,2019,"NM",5256,339,4211,4968,226,4537,12595,1782,6492,18114,1656,7075,15520,1338,15366,15976,1214,15942,77346,10390,31211,69488,6527,31397,294761,44869,142102,291586,35135,145920,253650,81282,62144,252479,69827,66913,"18.2%","24.9%","17.0%","13.5%"
36,2010,"NY",199851,17320,104506,166586,10013,108482,1023553,133555,415214,854147,71320,426608,63643,4002,34494,65025,2490,35770,582144,51659,186372,525673,40610,194020,836062,83239,396433,836343,49425,417024,3800731,825230,1252716,3706908,561400,1317388,"14.9%","21.2%","13.6%","10.9%"
36,2011,"NY",205271,18144,104656,172284,10605,108716,1033829,137547,408908,867533,73720,420129,65112,4328,34361,66754,2706,35515,599002,55089,188832,539816,43340,196893,852215,86721,400133,854376,51885,418710,3802887,822528,1237288,3713061,565122,1301905,"16.0%","22.6%","14.6%","11.7%"
36,2012,"NY",209867,19027,105081,177485,11235,109482,1040282,141559,402314,879277,76483,412810,66318,4672,34823,68285,2928,35948,614176,58697,192253,551968,46207,200570,866388,90267,401155,870685,54488,418468,3794411,826142,1221192,3711825,573127,1284467,"15.9%","22.8%","14.4%","11.4%"
36,2013,"NY",213840,20195,106029,182454,11976,110427,1046215,145953,395779,890274,79463,405855,67553,5064,34805,69632,3185,35877,626979,62054,196234,561592,49119,204672,878643,94173,401110,883010,57201,418107,3777292,834355,1204693,3701462,585682,1265534,"16.0%","22.8%","14.6%","11.6%"
36,2014,"NY",217152,20930,106553,186042,12556,111029,1050060,150421,388640,897565,82511,398611,68700,5455,34627,70717,3445,35645,641458,65562,200315,573216,52033,208586,889150,97799,400537,893112,60009,416647,3758200,840475,1186650,3687523,595116,1246384,"15.9%","22.6%","14.6%","11.7%"
36,2015,"NY",219896,21980,107038,189692,13240,111506,1050549,155092,382174,902828,85392,392281,69700,5823,34463,71606,3722,35479,654901,69443,204055,584364,55165,212550,896773,101698,401327,901036,62950,416579,3732635,843598,1169991,3666949,602633,1228213,"15.4%","22.0%","23.4%","21.5%"
36,2016,"NY",222220,23308,107546,192721,14227,112210,1048411,158911,375919,906077,87684,385777,70520,6226,34359,72556,4076,35462,667222,73489,206857,593991,58345,216297,900875,105894,400508,906911,65932,416441,3701019,848211,1153462,3640569,610936,1211222,"14.7%","20.7%","22.1%","20.1%"
36,2017,"NY",223459,24550,107661,195012,15202,112311,1042685,164330,369453,906232,91202,379146,70976,6637,34250,72828,4420,35454,674666,78414,208652,599543,62485,218980,903316,110629,399206,908584,69324,415244,3651401,872628,1137893,3594762,637603,1194711,"14.1%","19.7%","20.8%","19.3%"
36,2018,"NY",224687,25905,107896,196834,16269,112703,1035973,169411,363128,905786,94325,372734,71231,7176,34272,73115,4859,35311,678256,83607,209258,601701,66962,220564,906808,115129,398586,911022,72750,414190,3608133,890596,1123492,3554183,657896,1179350,"13.6%","18.6%","12.4%","11.8%"
36,2019,"NY",224607,26941,108271,197459,17080,112913,1027981,174355,358152,903471,97494,367449,71259,7549,34680,72933,5124,35819,681180,89049,209469,603201,71504,221409,906732,119798,396058,910260,76150,411234,3563079,906425,1106480,3511222,675485,1160859,"13.0%","18.1%","11.6%","12.0%"
37,2010,"NC",18396,549,15509,19014,358,15905,707850,82856,320708,602613,46393,331015,13304,225,11552,17417,203,12021,119480,7992,52482,107725,5631,53368,174229,5230,136315,216392,4043,145515,2122944,401174,713609,2057199,282057,753313,"17.5%","24.9%","16.2%","9.9%"
37,2011,"NC",18848,605,16413,19339,404,16824,721248,84942,319079,614195,48179,329228,13508,253,12429,17478,231,12765,123784,8629,53643,111796,6106,54395,177832,5756,139624,216083,4396,147623,2138720,408333,708402,2069244,290447,748132,"17.9%","25.6%","16.6%","9.7%"
37,2012,"NC",19525,667,17834,19740,435,18358,734228,87461,317517,626263,50254,326792,13916,288,13481,17609,246,13712,128909,9258,55140,116760,6677,55652,182167,6300,142200,217899,4777,149287,2150590,418472,703228,2082273,301371,742524,"18.0%","26.0%","16.8%","10.0%"
37,2013,"NC",20119,750,19069,20251,489,19743,747531,90354,316028,639151,52688,324432,14262,305,14374,17810,264,14487,134601,10093,56985,122152,7351,57442,186234,6919,144615,220026,5191,151003,2158281,431664,698727,2090863,315535,736928,"17.9%","25.2%","16.9%","10.0%"
37,2014,"NC",20752,807,20586,20728,546,21081,759078,93353,314682,650548,55024,322050,14631,307,15196,18084,282,15259,139816,10792,58460,127069,8014,59029,190573,7537,147080,222434,5721,153377,2167407,444271,694395,2099036,327839,731451,"17.2%","24.3%","16.4%","9.7%"
37,2015,"NC",21494,856,21755,21345,583,22326,769101,96717,313661,660301,57659,320651,15088,323,15971,18428,306,16221,144512,11639,59726,131896,8743,60395,196792,8131,150081,228029,6257,156405,2177787,454929,691502,2110498,339324,727786,"16.4%","23.5%","26.6%","22.4%"
37,2016,"NC",22469,914,23174,21986,632,23816,779884,100014,314603,670496,60206,320514,15590,347,16773,18735,346,17038,150551,12552,61495,137892,9554,62293,204292,8771,153749,233428,6818,160132,2192212,465815,691837,2124971,351106,726797,"15.4%","21.7%","24.3%","20.7%"
37,2017,"NC",23428,967,24542,22696,691,25235,788512,105168,314662,678738,64070,320971,16139,408,17558,19119,404,17863,156283,13629,63227,143578,10485,64593,212279,9560,157529,239204,7511,163822,2192309,489889,688723,2123923,373727,724316,"14.7%","21.2%","23.7%","20.3%"
37,2018,"NC",24500,1088,25642,23556,765,26553,797184,110681,314764,686493,68207,321209,16706,455,18352,19717,414,18620,160702,14819,64386,147311,11467,66022,221631,10531,161397,247190,8342,167446,2196851,509737,686595,2127550,392449,722026,"14.0%","20.2%","13.2%","8.7%"
37,2019,"NC",25495,1185,26749,24493,829,27572,805145,116360,314855,693342,72485,321287,17369,509,18743,20191,482,19307,165620,16114,65476,151912,12429,67373,230015,11550,164744,254015,9276,170772,2202870,528511,682445,2135170,408710,717984,"13.6%","19.5%","12.7%","9.1%"
38,2010,"ND",125,NA,150,168,NA,156,1990,58,2096,3350,55,2441,425,7,552,454,9,518,13797,812,8509,13056,550,8803,2725,148,2317,3457,96,2501,188817,40859,70266,202361,28844,74280,"13.0%","16.2%","12.1%","12.1%"
38,2011,"ND",131,3,146,193,2,166,2259,62,2294,3706,58,2656,451,7,682,488,10,659,14224,828,8612,13488,574,8951,3030,158,2493,3898,100,2685,191050,40785,70951,205799,28980,74947,"12.2%","14.6%","11.8%","10.5%"
38,2012,"ND",151,4,157,199,3,192,2625,65,2569,4355,54,2863,500,8,779,566,10,754,14650,864,8745,13970,602,9155,3535,163,2806,4618,106,3007,194313,40727,72377,211087,29194,76454,"11.2%","13.2%","10.7%","10.6%"
38,2013,"ND",168,5,178,241,4,208,3286,64,2911,5493,65,3248,567,6,976,613,13,921,15137,871,8996,14552,624,9445,4248,173,3222,5591,115,3406,197973,40810,74230,216889,29685,78215,"11.8%","12.0%","12.2%","9.4%"
38,2014,"ND",221,6,210,291,4,239,3846,73,3270,6583,78,3571,608,6,1058,656,14,1107,15424,926,9180,14964,657,9666,4739,188,3621,6371,103,3763,200262,40885,75607,220459,30250,79830,"11.5%","14.8%","11.0%","8.7%"
38,2015,"ND",246,6,243,360,3,288,4926,76,3814,8302,84,4241,675,8,1253,763,14,1214,15964,1005,9447,15576,686,9948,5414,195,4057,7351,103,4203,202147,41061,76868,223212,30732,81052,"11.0%","12.1%","14.7%","10.9%"
38,2016,"ND",258,7,307,394,3,316,5680,77,4305,9274,96,4733,694,9,1326,760,14,1366,16281,1045,9650,15815,720,10145,5729,196,4190,7568,122,4357,200657,41330,76267,220690,31122,80611,"10.7%","12.4%","14.9%","11.3%"
38,2017,"ND",308,7,314,418,3,347,6195,92,4550,9605,112,5036,694,11,1473,783,15,1363,16850,1091,9880,16288,770,10329,5991,214,4371,7798,134,4457,198830,42344,75817,217688,32450,80127,"10.3%","10.9%","12.4%","10.3%"
38,2018,"ND",317,7,346,438,5,390,6685,100,4924,10039,127,5352,751,10,1545,846,14,1561,17010,1149,9995,16351,817,10355,6380,230,4501,8215,140,4621,197917,43165,75919,215944,33582,80314,"10.7%","9.9%","11.1%","10.3%"
38,2019,"ND",361,7,374,470,5,412,6972,114,5150,10249,142,5548,774,13,1484,871,14,1550,17091,1235,10077,16479,849,10517,6744,253,4776,8700,162,4969,197258,43901,76094,214866,34737,80506,"10.6%","10.2%","11.3%","8.0%"
39,2010,"OH",9533,387,9472,8722,230,9695,463126,60089,248276,411024,36327,256834,4347,181,3320,5059,132,3390,85500,5824,34997,78458,4442,33793,79471,5458,60820,89345,4069,63376,3084957,610516,1139012,3014970,417977,1196320,"15.8%","23.3%","14.8%","7.7%"
39,2011,"OH",9887,414,9799,9137,243,10102,468538,61052,246181,416596,37035,254973,4534,188,3432,5214,149,3498,88077,6306,35911,81087,4863,34568,82311,5743,62194,92408,4222,64569,3087531,613015,1120912,3019600,423132,1178314,"16.4%","24.2%","15.5%","7.7%"
39,2012,"OH",10284,428,10105,9588,283,10466,473757,62129,243903,423165,37814,252978,4668,203,3510,5393,173,3592,91219,6834,37004,84142,5325,35577,85468,6018,63307,95535,4455,65684,3083863,617906,1103532,3019993,431606,1161064,"16.3%","23.8%","15.4%","8.0%"
39,2013,"OH",10738,453,10570,10033,319,10947,479649,63515,243773,431348,38657,251744,4884,212,3582,5612,185,3787,95840,7379,38737,88431,5806,37224,88931,6338,64556,98663,4720,67225,3078455,626390,1090622,3019322,442992,1148053,"16.0%","22.7%","15.3%","8.4%"
39,2014,"OH",11163,484,11062,10544,342,11356,485626,64603,243593,438031,39584,251730,5059,239,3757,5707,202,4020,100360,8000,40428,92668,6290,38897,92219,6685,65975,101962,4974,68586,3075030,632261,1079244,3018739,451408,1135745,"15.8%","22.9%","15.1%","8.1%"
39,2015,"OH",11580,517,11590,10973,360,11924,490982,65620,243943,444571,40394,252228,5208,238,3966,5878,213,4144,104971,8648,41767,97172,6834,40572,95313,7044,67375,105210,5243,69992,3069917,634682,1067839,3014962,457020,1123425,"14.8%","21.3%","25.4%","19.8%"
39,2016,"OH",12126,581,11926,11430,365,12376,495377,66803,244646,450416,41329,252741,5383,255,4111,6005,216,4302,110047,9367,43278,102078,7359,42375,98763,7459,68884,108637,5587,71797,3063106,639027,1056422,3009300,464263,1111923,"14.6%","20.5%","23.9%","19.3%"
39,2017,"OH",12682,647,12312,11917,395,12844,498931,69054,246137,454716,42975,254093,5585,284,4387,6169,229,4572,114391,10128,44920,106598,7969,44273,102652,7978,70862,112349,6025,73785,3040184,661161,1046780,2988188,487285,1102249,"14.0%","20.1%","23.2%","19.0%"
39,2018,"OH",13220,710,12846,12649,433,13341,502271,71728,247381,459185,44659,255150,5848,314,4658,6413,248,4770,117483,10917,46112,110047,8579,45656,106516,8536,72579,116194,6540,75564,3020986,678100,1036018,2970908,504421,1089912,"13.9%","19.5%","13.3%","8.6%"
39,2019,"OH",13714,780,13184,13125,468,13694,505300,74370,247917,463735,46558,255584,6000,348,4890,6597,276,5004,120726,11775,47467,113605,9199,47191,110308,9068,73971,119792,7016,76968,3001300,695912,1025604,2954673,521821,1078567,"13.1%","18.4%","12.4%","8.3%"
4,2010,"AZ",11918,370,11605,11031,262,12229,77174,6423,45199,88046,4878,48737,29766,1216,25271,31954,941,26180,155837,13176,75038,140757,9130,76096,488955,34547,343744,489639,25593,358147,1238699,277697,386696,1223711,229976,406704,"17.4%","24.4%","16.7%","7.7%"
4,2011,"AZ",12521,395,11661,11658,293,12312,79747,6765,45715,91524,5177,49095,30887,1256,25559,33078,974,26642,161347,13994,75408,145972,9745,76420,502316,36372,342425,504641,27078,355952,1243367,285602,379931,1229235,238235,400117,"19.0%","27.2%","18.0%","8.5%"
4,2012,"AZ",13085,404,11776,12212,308,12521,83172,7124,46553,95056,5501,50077,32077,1329,26012,34380,1024,27157,166646,14806,76004,151214,10277,77087,516238,38321,342926,519781,28556,356217,1248014,295093,377066,1233151,248111,397068,"18.7%","27.0%","17.8%","8.3%"
4,2013,"AZ",13624,439,12054,12794,328,12807,86177,7544,47606,98053,5871,51001,33180,1426,26323,35404,1098,27507,172135,15738,76863,156282,10941,78043,530725,40366,343584,534763,30140,356497,1247567,306859,374918,1231319,260382,394332,"18.6%","26.5%","17.9%","8.9%"
4,2014,"AZ",14156,503,12318,13424,375,13178,89523,7992,48859,101650,6238,52039,34315,1543,27010,36477,1139,28237,177541,16881,77818,161909,11601,78995,545794,42668,345223,551647,31942,358346,1251677,318227,373509,1235036,272453,392630,"18.2%","25.6%","17.6%","9.4%"
4,2015,"AZ",14743,546,12597,13950,373,13535,93301,8582,50360,105581,6620,53553,35472,1667,27983,37618,1277,29055,182050,18064,78055,166439,12247,79418,561693,45277,347285,569653,34030,360947,1255767,330035,371891,1238742,283940,390464,"17.4%","24.7%","26.7%","23.9%"
4,2016,"AZ",15382,584,12962,14689,403,13863,98144,9104,51960,109849,7033,55089,36687,1755,28926,38792,1344,30196,187845,19290,78886,171801,12978,80268,577794,48039,349992,586313,36086,363344,1263387,341209,370500,1246342,295188,388743,"16.4%","23.6%","24.8%","23.2%"
4,2017,"AZ",16050,629,13386,15451,454,14298,102208,9836,53201,113702,7726,56036,38025,1871,30053,39990,1490,31363,192170,20748,78812,175876,13954,80412,593954,51409,351968,602906,38744,365279,1260935,362401,367660,1244524,315141,385426,"14.9%","20.8%","23.1%","19.9%"
4,2018,"AZ",16830,683,13759,16168,502,14697,106600,10602,54856,118020,8414,57301,39251,1991,31196,41075,1584,32488,196094,22244,78709,179154,14928,80461,610937,54889,353798,620480,41630,366946,1264963,380493,366164,1250639,332038,383644,"14.0%","20.1%","13.3%","8.6%"
4,2019,"AZ",17513,712,14102,16984,563,15115,111216,11488,56218,122953,9125,58582,40655,2136,32026,42431,1753,33370,200701,23975,79032,183408,16128,80919,629673,58260,355324,639096,44550,368894,1272174,399218,364618,1257572,348642,382717,"13.5%","19.1%","12.7%","9.0%"
40,2010,"OK",3297,79,3699,3382,88,3909,91319,9190,53746,90535,5808,55899,8244,221,9654,9812,172,9928,132249,11957,75794,123640,8485,78846,70834,2955,57920,85381,2510,61483,882795,178001,307723,866769,129574,324116,"16.9%","24.7%","15.4%","9.3%"
